TIPO DE PRODUCTO,RAZON SOCIAL VISITADA,ENTIDAD,INCUMPLIMIENTO
FRUTAS,SUPER GUERRERO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDA DE ABARROTES LA CASITA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDA DE ABARROTES LA CASITA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
TORTILLAS DE HARINA,TIENDA DE ABARROTES LA CASITA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
REFRESCOS,TIENDA DE ABARROTES LA CASITA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,TIENDA DE ABARROTES LA CASITA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
LECHE,TIENDA DE ABARROTES LA CASITA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FRITURAS Y BOTANAS,TIENDA DE ABARROTES LA CASITA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,LIZBETH GUTIERREZ ORTIZ Y/O ZAPATERIA ESTRELLA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,LIZBETH GUTIERREZ ORTIZ Y/O ZAPATERIA ESTRELLA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DEL HOGAR,TELAS PARISINA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,TELAS PARISINA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,EL GLOBO DE LOS DISFRACES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ROPA INFANTIL,EL GLOBO DE LOS DISFRACES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,CALZADO AVE  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,CALZADO AVE  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,CALZADO AVE  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS P/ TELEFONO CELULAR,ONE PRICE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS P/ TELEFONO CELULAR,ONE PRICE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS P/ TELEFONO CELULAR,SOS CELL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS P/ TELEFONO CELULAR,SOS CELL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,ALEXAS VESTIDOS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,ALEXAS VESTIDOS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,ALEXAS VESTIDOS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
REFACCIONES,AUTOREFACCIONES CANDELA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
LIQUIDO PARA FRENOS,AUTOREFACCIONES CANDELA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PAN,SUSPIROS PASTELERIAS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PAN,SUSPIROS PASTELERIAS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACEITE COMESTIBLE,MINI SUPER CASTILLO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CONSERVA ALIMENTICIA|,MINI SUPER CASTILLO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MAYONESA,MINI SUPER CASTILLO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
GALLETAS,MINI SUPER CASTILLO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HARINA DE TRIGO,MINI SUPER RUBI,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
SARDINAS,MINI SUPER RUBI,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CEREALES,MINI SUPER RUBI,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CHILES,MINI SUPER RUBI,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,MINI SUPER RUBI,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
LECHE,MINI SUPER ROSY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
SARDINAS,MINI SUPER ROSY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,MINI SUPER ROSY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,MINI SUPER ROSY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,MINI SUPER ROSY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,MINI SUPER ROSY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,MINI SUPER DIANA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACEITE COMESTIBLE,MINI SUPER DIANA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
LECHE,MINI SUPER DIANA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FRITURAS Y BOTANAS,MINI SUPER DIANA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,MINI SUPER DIANA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
JUGOS,MINI SUPER DIANA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PURE DE TOMATE,MINI SUPER ANDY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MAIZ,MINI SUPER ANDY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
SALSA,MINI SUPER ANDY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACEITE COMESTIBLE,MINI SUPER ANDY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
GELATINAS,MINI SUPER ANDY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,MINI SUPER ANDY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
POLVO PARA PREPARAR AGUA,MINI SUPER CANCER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MIEL,MINI SUPER CANCER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
JUGOS,MINI SUPER CANCER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
SALSA,MINI SUPER CANCER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CEREALES,MINI SUPER CANCER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,MINI SUPER CANCER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA CABALLERO,GRUPO ELECZION  S. DE R.L. DE C.V. Y/O TIENDAS VIZION NORTE S. DE R.L. DE C.V.,TAMAULIPAS,Carece de instrucciones de cuidado
ARTICULOS DE COCINA,CENTRAL DE PLASTICOS DE NUEVO LAREDO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE COCINA,CENTRAL DE PLASTICOS DE NUEVO LAREDO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,CENTRAL DE PLASTICOS DE NUEVO LAREDO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,REFRI PARTES GARCOR S. DE R. L. MI,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,REFRI PARTES GARCOR S. DE R. L. MI,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,ALFREDO MALDONADO ALMANZA Y/O EL GLOBO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
UNIFORMES ESCOLARES,ALFREDO MALDONADO ALMANZA Y/O EL GLOBO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
GALLETAS,ALIMENTOS DEL BRAVO S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
SOPA DE PASTA,ALIMENTOS DEL BRAVO S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,ALIMENTOS DEL BRAVO S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS P/ TELEFONO CELULAR,STEREN,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS P/ TELEFONO CELULAR,STEREN,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,MADRIGAL SERNA MANUEL ANTONIO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
NAVAJAS DE RESURAR,MADRIGAL SERNA MANUEL ANTONIO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,ABARROTES CESAR,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACEITE LUBRICANTE AUTOMOTRIZ,ABARROTES CESAR,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,ABARROTES CESAR,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PLASTICO,ABARROTES CESAR,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,ABARROTES CHANO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,ABARROTES CHANO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,ABARROTES CHANO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,ABARROTES CHANO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,ABARROTES CHANO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DETERGENTE LIQUIDO,ABARROTES EL MULATO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA EL CABELLO,ABARROTES EL MULATO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,ABARROTES EL MULATO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,ABARROTES EL MULATO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES EL ROBLE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES EL ROBLE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES GALAVIZ,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES GALAVIZ,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES LALO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS LACTEOS,CARNE MART REYNOSA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CARNE DE PUERCO,CARNE MART REYNOSA,TAMAULIPAS,Carece de pais de origen
ATUN,ABARROTES EL PROFE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES EL PROFE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FRITURAS Y BOTANAS,CARNES EL ALAMO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HARINA DE TRIGO,CARNES EL ALAMO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MAIZ,CARNES EL ALAMO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
GALLETAS,CARNES EL ALAMO,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS LACTEOS,CARNES MARIN,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS LACTEOS,CARNES MARIN,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
TORTILLAS DE HARINA,CARNES MARIN,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
HARINA DE MAIZ,CARNES MARIN,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MOLE,CARNES MARIN,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,CARNES MONTERREY,TAMAULIPAS,Carece de pais de origen
PRODUCTOS ALIMENTICIOS,CARNES MONTERREY,TAMAULIPAS,Carece de pais de origen
SOPA DE PASTA,CARNES MONTERREY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDA DE JUGO,CARNES MONTERREY,TAMAULIPAS,Carece de pais de origen
PURE DE TOMATE,CARNES MONTERREY,TAMAULIPAS,Carece de pais de origen
BEBIDA ALCOHOLICA,CADENA COMERCIAL OXX S.A. DE C.V. Y/O OXXO GIRASOL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA,CADENA COMERCIAL OXX S.A. DE C.V. Y/O OXXO GIRASOL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA,CADENA COMERCIAL OXX S.A. DE C.V. Y/O OXXO GIRASOL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA,CADENA COMERCIAL OXX S.A. DE C.V. Y/O OXXO GIRASOL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MEZCAL,7 ELEVEN MEXICO S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA,7 ELEVEN MEXICO S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA,7 ELEVEN MEXICO S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA,7 ELEVEN MEXICO S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,CADENA COMERCIAL OXXO S.A DE C.V. Y/O OXXO INSURGENTES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,CADENA COMERCIAL OXXO S.A DE C.V. Y/O OXXO INSURGENTES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,CADENA COMERCIAL OXXO S.A DE C.V. Y/O OXXO INSURGENTES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CERVEZA,CADENA COMERCIAL OXXO S.A DE C.V. Y/O OXXO INSURGENTES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CERVEZA,CADENA COMERCIAL OXXO S.A DE C.V. Y/O OXXO INSURGENTES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BRANDY,CADENA COMERCIAL OXXO S.A DE C.V. Y/O OXXO INSURGENTES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CERVEZA,CADENA COMERCIAL OXXO S.A DE C.V. Y/O OXXO INSURGENTES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA,7 ELEVEN MEXICO S.A. DE C.V./ 7 ELEVEN CIPRES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA,7 ELEVEN MEXICO S.A. DE C.V./ 7 ELEVEN CIPRES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CERVEZA,7 ELEVEN MEXICO S.A. DE C.V./ 7 ELEVEN CIPRES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA,7 ELEVEN MEXICO S.A. DE C.V./ 7 ELEVEN CIPRES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
TEQUILA,7 ELEVEN MEXICO S.A. DE C.V./ 7 ELEVEN CIPRES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
TEQUILA,7 ELEVEN MEXICO S.A. DE C.V./ 7 ELEVEN CIPRES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
TEQUILA,7 ELEVEN MEXICO S.A. DE C.V./ 7 ELEVEN CIPRES,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACEITE COMESTIBLE,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
AZUCAR,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDAS,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
GALLETAS,FARMACIA GUADALAJARA S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
BEBIDAS,FRUTERIA LA HUASTECA,TAMAULIPAS,Carece del domicilio Fiscal del Fabricante
ARTICULOS DE LIMPIEZA PERSONAL,FRUTERIA LAS LOMAS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,FRUTERIA LAS LOMAS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA JARDINERIA,FRUTERIA LAS LOMAS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,FRUTERIA LAS LOMAS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE COCINA,MINI SUPER LALOS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,MINI SUPER LALOS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,MINI SUPER LALOS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,MINI SUPER LALOS,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,WOOLWORTH,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,WOOLWORTH,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
SHORT,WOOLWORTH,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,WOOLWORTH,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CARTERA DE PIEL,COPPEL  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,COPPEL  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,COPPEL  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,COPPEL  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA CABALLERO,COPPEL  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MARISCOS,COMERCIALIZADORA DE PESCADOS Y MARISCOS EL CHARAL  SA DE CV,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MARISCOS,COMERCIALIZADORA DE PESCADOS Y MARISCOS EL CHARAL  SA DE CV,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MARISCOS,COMERCIALIZADORA DE PESCADOS Y MARISCOS EL CHARAL  SA DE CV,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,LOCURA BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,LOCURA BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,LOCURA BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,LOCURA BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,MELODY  Y/O MILANO OPERADORA  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ROPA,MELODY  Y/O MILANO OPERADORA  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,MELODY  Y/O MILANO OPERADORA  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,MELODY  Y/O MILANO OPERADORA  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,MELODY  Y/O MILANO OPERADORA  S.A. DE C.V.,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FRITURAS Y BOTANAS,MINI SUPER ALEX,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,MINI SUPER ALEX,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MOLE,MINI SUPER ALEX,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CREMA (BEBIDA ALCOHOLICA),MINI SUPER ALEX,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
LECHE,MINI SUPER ABA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CHOCOLATE,MINI SUPER ABA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
GALLETAS,MINI SUPER ABA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
JUGOS,MINI SUPER ABA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA CANDY SHOP,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
CHILES,DULCERIA CANDY SHOP,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA CANDY SHOP,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FRITURAS Y BOTANAS,DULCERIA CANDY SHOP,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,NAZAN COMERCIALIZADORA DE CALZADO S.A DE C.V. Y /O ZAPATERIA DESTROYER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,NAZAN COMERCIALIZADORA DE CALZADO S.A DE C.V. Y /O ZAPATERIA DESTROYER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,NAZAN COMERCIALIZADORA DE CALZADO S.A DE C.V. Y /O ZAPATERIA DESTROYER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,NAZAN COMERCIALIZADORA DE CALZADO S.A DE C.V. Y /O ZAPATERIA DESTROYER,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,DENISSE BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PANTALON,DENISSE BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,DENISSE BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,DENISSE BOUTIQUE,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA EL CHUPIRUL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA EL CHUPIRUL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
PAN,DULCERIA EL CHUPIRUL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA EL CHUPIRUL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA EL CHUPIRUL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
REFRESCOS,DULCERIA EL CHUPIRUL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
FRITURAS Y BOTANAS,DULCERIA EL CHUPIRUL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
MAIZ,DULCERIA EL PAJARO LOCO DE VICTORIA SA DE CV,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA EL PAJARO LOCO DE VICTORIA SA DE CV,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA EL PAJARO LOCO DE VICTORIA SA DE CV,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA EL PAJARO LOCO DE VICTORIA SA DE CV,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA GOTITA DE MIEL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA GOTITA DE MIEL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA GOTITA DE MIEL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,DULCERIA GOTITA DE MIEL,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS DE VESTIR,PLAZA VANDOME,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA DAMA,PLAZA VANDOME,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
JUEGOS DE MESA,PLAZA VANDOME,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS DE VESTIR,PLAZA VANDOME,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
LENTES,PLAZA VANDOME,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA Y BOUTIQUE NATALY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA Y BOUTIQUE NATALY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA Y BOUTIQUE NATALY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA Y BOUTIQUE NATALY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA Y BOUTIQUE NATALY,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA ALEXA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,ZAPATERIA ALEXA,TAMAULIPAS,NO SE DETECTO INCUMPLIMIENTO
